title,full_text,link,date
Большую часть бизнеса освободили от плановых проверок в 2023 году,"Не станут проводить плановые проверки предприятий и организаций, деятельность которых не относится к категориям чрезвычайно высокого и высокого риска. Также от них освободят объекты, которые не являются опасными производственными объектами II класса опасности и гидротехническими сооружениями II класса.
Речь идет о проверках по Закону о госнадзоре и муниципальном контроле.
Новое постановление правительства дает возможность обратиться в контрольный орган с просьбой о проведении профилактического визита. Главное его отличие от проверок в том, что по результатам такого мероприятия нет штрафов и наказания. Пока документ не опубликован.
",https://www.consultant.ru/legalnews/20479/,2022-10-3
Самые важные новости для юриста за сентябрь,"См. материалы о частичной мобилизации и новых антикризисных мерах 2022 года.
В ряде договоров банковского вклада необходимо указывать минимальную гарантированную ставку. Подробнее в нашей новости.
С 1 сентября нельзя совершать действия, если по их итогам на долю каждого сособственника жилого помещения остается менее 6 кв. м его площади. Речь идет о дроблении доли в праве общей собственности и т.д. Подробнее в нашей новости.
Сократили перечень обязательных требований безопасности, которые предъявляют, в частности, к легковым авто при техосмотре. Подробнее в нашей новости.
С 11 сентября Росалкогольрегулирование может провести внеплановую документарную проверку, если получит материалы об изъятии этилового спирта, алкогольной и спиртосодержащей продукции либо оборудования для их производства. Подробнее в нашей новости.
2 марта 2023 года вступят в силу требования к компаниям, которые от имени и по поручению физлиц из РФ декларируют товары и доставляют их как экспресс-грузы. Речь идет о товарах, которые купили в интернет-магазинах вне ЕАЭС. Подробнее в нашей новости.
ЦБ РФ установил надбавки к коэффициентам риска по рублевым кредитам с первоначальным взносом не выше 10% на покупку физлицами объектов долевого строительства. Надбавки в размере 2,0 будут действовать для кредитных и процентных требований, которые возникнут с 1 декабря. Подробнее в нашей новости.
",https://www.consultant.ru/legalnews/20466/,2022-10-3
Для ПАО хотят установить правила покупки своих акций на организованных торгах,"В Законе об АО предлагают закрепить положения о том, как публичному обществу приобрести акции, которые оно разместило на организованных торгах. Поправки прошли третье чтение.
Решение о покупке сможет принять общее собрание акционеров или совет директоров, если у него есть такое право по уставу. В решении нужно определить одну или несколько целей процедуры и предусмотреть ее программу. В последней потребуют определить такие основные условия:
Для сделок обществу нужно будет привлекать брокера. Есть и ряд других требований.
Обществам запретят реализовывать более одной программы одновременно. По ее итогам совет директоров утвердит отчет. На это отведут 5 рабочих дней с даты, когда срок программы истек.
Есть и другие поправки. Вероятно, новшества заработают со дня их опубликования в виде федерального закона.
Сейчас ПАО при покупке своих акций нужно среди прочего заранее определить цену приобретения. Это не позволяет совершать сделки по текущей рыночной цене в режиме онлайн.
",https://www.consultant.ru/legalnews/20474/,2022-10-3
Самые важные новости для бюджетных организаций за сентябрь,"См. материалы о частичной мобилизации и новых антикризисных мерах 2022 года.
На регистрацию направили поправки к порядку применения КОСГУ. Их планируют ввести с 1 января 2023 года. Расходы на возмещение стоимости услуг связи и коммунальных услуг арендодателю, ссудодателю надо будет учитывать по подстатье 224. Изменят правило выбора кода по безвозмездным поступлениям и перечислениям, которые одновременно предназначены и на капвложения, и на текущие расходы. Предусмотрят и другие новшества.
Казначейство предложило поправки к контрольным соотношениям для консолидированной отчетности, которую ему сдают федеральные ГАБС и региональные финансовые органы. Изменения хотят внести начиная с отчетности за 9 месяцев. Обяжут при подаче форм 0503169 и 0503769 обосновывать в текстовой части пояснительной записки просроченную кредиторскую задолженность на конец отчетного периода по счетам 205 00 и 209 00. Внесут и другие небольшие коррективы. Новшества учтут в своих регламентах региональные и местные органы.
Федеральным ГАБС установили сроки подачи отчетности в 2023 году. Многие из них сдвинули в ту или другую сторону по сравнению с применяемыми в текущем году. От данных сроков зависят сроки представления индивидуальной отчетности федеральных казенных, бюджетных и автономных учреждений.
Скорректировали рекомендуемую форму плана. Добавили строку для отражения показателей по КВР 880. Новшество применяют начиная с плана на 2022 год.
Поправку хотят учесть в рекомендуемой форме плана для федеральных учреждений. Для них обновят и порядок составления документа, однако эти коррективы внесут начиная с планирования показателей на 2023 год. Так, учреждения обяжут одновременно с планом формировать сведения о ежемесячных поступлениях и выплатах. Обновят ряд рекомендуемых форм обоснований. Сейчас поправки проходят регистрацию в Минюсте.
С 24 сентября действует обновленный перечень кодов. Для субсидий на просветительскую деятельность и развитие образования ввели код 08-19. Назначение ряда действующих кодов расширили. Напомним, перечень используют при санкционировании расходов учреждений за счет субсидий на иные цели и капвложения.
С 1 октября на 4% повысили:
Минтруд подготовил для госслужащих методичку с ответами на вопросы о покупке ценных бумаг. Разъяснили, приводит ли покупка акций к нарушению запретов на предпринимательство и управление организациями, что учесть при покупке паев инвестиционных фондов и др.
",https://www.consultant.ru/legalnews/20473/,2022-10-3
Важные новости для бухгалтера за сентябрь,"См. материалы о частичной мобилизации и новых антикризисных мерах 2022 года.
С отчета за 2022 год декларацию по налогу на имущество сдают по обновленной форме. ФНС скорректировала форму декларации, порядок заполнения и формат представления в электронном виде. Например, в форму добавили разд. 2.2.
Также ведомство утвердило коды вычетов для земельного налога и налога на имущество организаций, которые смогут использовать участники соглашения о защите и поощрении капиталовложений. Их применяют со следующего года.
Правительство установило случаи, когда организации могут ограничивать доступ к сведениям из информресурса бухотчетности. Для ограничения или возобновления доступа нужно подать заявление. Изменения применяют с 2023 года.
Налоговая служба изменила форму отчетности по налогу на прибыль, порядок ее заполнения и формат представления в электронном виде. Поправки нужно применять с отчетности за текущий год.
Росстат скорректировал формы статнаблюдения за ценами и финансами. Отчитаться по ним нужно будет в следующем году.
С отчета за 2022 год нужно сдавать обновленную статформу П-2 (инвест).
Обновили также форму 5-З и указания по заполнению. Ее сдают с отчета за январь – март 2023 года.
Налоговое ведомство утвердило новую форму сообщения о наличии у организации транспорта или недвижимости, по которой налоговую базу определяют как кадастровую стоимость. Установили также порядок заполнения и формат представления в электронном виде. Подают форму с 1 января.
ФСС уточнил порядок возмещения страхователю расходов на выплату пособия на погребение, в т.ч. обновил заявление о возмещении. По сравнению с правилами 2021 года изменений немного.
ЦБ РФ представил новую версию альбома распоряжений на перевод денег — 2023.1.1. Ее применяют с 26 сентября.
С 3 октября сообщать в инспекцию об открытии обособленных подразделений (кроме филиалов и представительств) нужно по обновленной форме. ФНС также уточнила порядок заполнения и формат представления в электронном виде. Новшества помогут отразить сведения об открытии подразделений из-за редомициляции.
Утвердили формат электронного акта о приемке работ при строительном подряде. Приказ вступает в силу 17 октября. Акт используют для сдачи и приемки результата работ по договору строительного подряда.
",https://www.consultant.ru/legalnews/20469/,2022-10-3
С 2023 года предлагают дать регионам право вводить туристический сбор,"Плательщиками сбора станут совершеннолетние граждане, которые проживают в объекте размещения более 24 часов (ст. 5 проекта). Ряду физлиц дадут льготу, например (ст. 6 проекта):
Регионы могут расширить перечень тех, кто не должен платить сбор.
Чтобы воспользоваться льготой, нужно при проживании иметь оригинал подтверждающего документа или заверенную копию.
Граждане должны платить оператору туристического сбора. Это организация или ИП, которые (п. 4 ч. 1 ст. 2 проекта):
Операторы обязаны, в частности (ст. 9 проекта):
Размер сбора не может быть больше 100 руб. (ч. 4 ст. 4 проекта). При этом он может отличаться в зависимости от сезона, времени пребывания, муниципалитета и значения курорта (ч. 5 ст. 4 проекта). Регионы вправе дать местным органам власти полномочия устанавливать размер сбора (ч. 2 ст. 11 проекта).
Чтобы посчитать сумму к уплате, нужно умножить количество дней фактического проживания гражданина на размер сбора (ч. 1 ст. 7 проекта). День заезда в объект размещения и выезда из него не учитывают.
В цену проживания сбор не включают.
Взимать туристический сбор станут не позднее момента выезда физлица из объекта размещения (ч. 2 ст. 7 проекта). Региональные власти могут закрепить порядок и сроки перечисления сбора в бюджет (ч. 3 ст. 4 проекта).
Следует отметить, что оператор сбора не должен платить банковскую комиссию, перечисляя средства в бюджет (ч. 6 ст. 7 проекта).
",https://www.consultant.ru/legalnews/20470/,2022-10-3
Важные новости для специалиста по кадрам за сентябрь,"См. материалы о частичной мобилизации и новых антикризисных мерах 2022 года.
С 1 марта 2023 года вступят в силу правила эвакуации сотрудников в чрезвычайных ситуациях или угрозе их возникновения. Среди прочего установлено, что решение о ее проведении принимает в том числе руководитель организации.
Уточнили, что система электронного кадрового документооборота работодателя должна взаимодействовать с Госуслугами.
Ведомство не видит нарушения в том, что в месяце продолжительностью 31 день интервал между выплатами работникам зарплаты превышает 15 дней.
Разъяснили, что сотрудника, который не вышел на работу после больничного, можно уволить за прогул не ранее даты окончания периода временной нетрудоспособности.
Хотят закрепить в ТК РФ порядок оплаты времени, когда творческие работники не участвуют в создании (исполнении, экспонировании) произведений либо не выступают. Проект приняли во втором чтении.
",https://www.consultant.ru/legalnews/20457/,2022-10-3
Самые интересные новости для специалиста по закупкам за сентябрь,"См. материалы о частичной мобилизации и новых антикризисных мерах 2022 года.
Уточнили порядок регистрации в ЕИС госзакупок.
Минфин рассказал, как закрепить условие об авансе при поэтапном исполнении госконтракта.
ВС РФ поддержал суды, которые разобрались:
Планируют запретить госзакупки ряда иностранных измерительных приборов.
Поправки о новом случае медицинских госзакупок для регионов у едпоставщика приняли в первом чтении.
Предложили форму программы по подготовке компетентных поставщиков по Закону N 223-ФЗ.
Хотят установить новые типовые условия госконтрактов на ремонт автодорог.
",https://www.consultant.ru/legalnews/20465/,2022-10-3
Важные новости для специалиста организации здравоохранения за сентябрь,"Минздрав сообщил, как определять медпоказания, при которых законный представитель ребенка старше 4 лет, в т.ч. ребенка-инвалида, имеет право на бесплатные спальное место и питание в стационаре. Для этого медорганизация должна решить, нужен ли пациенту индивидуальный присмотр и уход.
Банковские гарантии со ставкой комиссии 0,5% годовых предоставят производителям и дистрибьютерам фармацевтической продукции или медизделий, в т.ч. субъектам малого и среднего бизнеса. Вид деятельности должен соответствовать перечню отраслей по ОКВЭД 2. Правительство с 15 сентября изменило правила субсидирования банков, которые такие гарантии выдали.
Правительство установило: особые правила регистрации отдельных медизделий на случай их дефицита применяют до 1 января 2025 года. До этой даты действуют регистрационные удостоверения, которые уже выдали в таком порядке. Менять их не надо.
С 13 сентября действует порядок рассмотрения заявки на донорскую кровь и (или) ее компоненты. Речь идет об обеспечении кровью, в частности, федеральных медорганизаций для бесплатной помощи пациентам в рамках программы госгарантий.
",https://www.consultant.ru/legalnews/20456/,2022-10-3
Обзор новых антикризисных мер за 24 – 30 сентября,"См. материалы о частичной мобилизации и новых антикризисных мерах 2022 года.
ЦБ РФ для поддержания финансовой стабильности продлил до конца марта 2023 года ряд ограничений по переводу и выводу денег за границу. Подробнее см. новость.
До конца 2022 года для начисления и уплаты пеней и неустоек в сфере ЖКХ и ресурсоснабжения нужно выбирать минимальную ключевую ставку: 9,5% годовых или ту, которая действует на день оплаты. Подробнее см. новость.
Президент дал право правительству запрещать в России международные автоперевозки на грузовиках иностранных лиц. Речь идет о перевозчиках из стран, которые ввели против отечественных граждан и организаций санкции в сфере такой транспортировки грузов. Подробнее см. новость.
Порядок, по которому в 2022 году приостановившие деятельность работодатели могут переводить сотрудников в другие организации, продлили до конца 2023 года. Подробнее см. новость.
Правительство установило: особые правила регистрации отдельных медизделий на случай их дефицита применяют до 1 января 2025 года. Подробнее см. новость.
",https://www.consultant.ru/legalnews/20464/,2022-10-1
Расчеты и налоги в октябре: на что обратить внимание,"1. Электронные счета-фактуры по госконтрактам с 1 октября выставляют и получают через единую информационную систему в сфере закупок.
2. С IV квартала российские организации и ИП выступают налоговыми агентами при покупке у зарубежных компаний электронных услуг с местом реализации в России. Исключение — иностранная организация оказывает такие услуги через обособленное подразделение в России. Если до 1 октября была перечислена предоплата (с НДС), обязанность налогового агента не возникает.
3. ФНС сообщила новые коды операций, которые можно использовать при заполнении декларации по НДС. В частности, речь идет об операциях по передаче исключительных прав по договору коммерческой концессии.
Октябрь — последний месяц, когда многие организации и предприниматели могут не уплачивать страховые взносы. Крайний срок уплаты взносов за сентябрь перенесен на год (на 16 октября 2023 года).
Напомним, мера поддержки затрагивает тех, кто работает в установленных правительством сферах (строительство, перевозки, гостиничный бизнес, общепит и т.д.), кроме организаций госсектора.
С 3 октября обновили форму сообщения об открытии обособленного подразделения (кроме филиала и представительства). Для абсолютного большинства организаций и предпринимателей изменения носят технический характер.
С 17 октября начнет действовать формат электронного акта о приемке строительных работ. Использование электронных актов позволит оптимизировать документооборот. Кроме того, их можно будет представлять при подготовке ответа на требования налоговиков или при даче им пояснений.
31 октября — крайний срок уплаты налога за 2021 год для организаций, которые весной получили полугодовую отсрочку.
1. С 1 октября перестала действовать льгота, позволявшая ввозить и продавать немаркированные наборы, которые включают парфюмерию или фототовары.
2. С 3 октября смягчены требования к маркировке молочной продукции. Ее можно начинать продавать, не дожидаясь передачи информации в систему ""Честный знак"". Передать информацию нужно в течение 3 рабочих дней с момента приемки партии маркированной продукции. Послабления будут действовать до 1 июня 2025 года.
1. С 3 октября действует обновленная рекомендуемая форма плана ФХД учреждений. В форму добавили строку для отражения показателей по КВР 880.
2. После 1 октября федеральные ПБС могут принимать бюджетные обязательства по закупкам только в некоторых случаях. Минфин указал, какие КБК соответствуют таким закупкам. Ведомство также сообщило, по каким кодам с 2 октября не будут приостанавливать операции на лицевых счетах. Например, это касается закупок за счет резервных фондов президента и правительства.
3. Особых указаний по отчетности на 1 октября в этом году нет. Напомним основные правила и нюансы: что делать, если последний день срока для отчета выпадает на выходной, каков состав отчетности и какие отчеты можно не подавать. Подробности в обзоре.
",https://www.consultant.ru/legalnews/20471/,2022-10-1
"Суд: температурный режим нужно соблюдать во всех медкабинетах, где хранят лекарства","Проверка выявила: в процедурном кабинете, где лежали лекарства, было 26°C, тогда как по инструкции хранить их можно при температуре не выше 25°C. В помещении не было кондиционера и системы вентиляции. Росздравнадзор выдал предписание: устранить нарушение и уничтожить лекарства. Организация обратилась в суд. Три инстанции поддержали проверяющих.
Организация считала, что кондиционер и система вентиляции должны быть только в помещениях для хранения лекарств, а процедурный кабинет и кабинеты врачей к ним не относятся.
Суд отметил:
",https://www.consultant.ru/legalnews/20468/,2022-9-30
Для декларации по НДС бухгалтерам рекомендовали новые коды операций,"Пока порядок заполнения отчетности по НДС не изменили, налоговики предлагают использовать такие коды:
Последние 2 кода нужны налоговым агентам.
",https://www.consultant.ru/legalnews/20463/,2022-9-30
Поправки к порядку применения КОСГУ направили на регистрацию,"Новшества хотят ввести с 1 января 2023 года.
Расходы на возмещение стоимости услуг связи и коммунальных услуг арендодателю, ссудодателю нужно будет относить на подстатью 224 КОСГУ. Сейчас арендаторы учитывают затраты по кодам 221 и 223. Так же учреждения вправе отражать компенсацию по договорам безвозмездного пользования, поскольку экономическое содержание у сумм похожее.
Изменят правило выбора кода по безвозмездным поступлениям и перечислениям, которые одновременно предназначены и на капвложения, и на текущие расходы. Оно будет таким:
Сейчас все смешанные поступления и перечисления относят к операциям текущего характера.
Нормативно закрепят, что плату оператору за участие в открытых и закрытых электронных закупках, а также за проведение этих процедур отражают по коду 226 КОСГУ. Отметим, применять при ее учете КВР 244 Минфин требовал с 2022 года.
Доходы от выбытия биологических активов и операции по списанию таких объектов надо будет показывать по коду 460. Подстатью 461 исключат.
Есть и другие небольшие поправки.
Учтите, что при регистрации текст документа могут изменить.
",https://www.consultant.ru/legalnews/20467/,2022-9-30
"Суды отменили штраф работодателю, который подал бумажную СЗВ-ТД из-за смены юрадреса","После смены юрадреса организация не успела заключить договор для электронного документооборота с новым отделением ПФР. Поэтому СЗВ-ТД подали в бумажном виде. Работодателя оштрафовали. Он оспорил наказание.
Суды отменили штраф. СЗВ-ТД подали вовремя, в полном объеме и с верными данными. Бумажный вариант отчета выбрали вынужденно. Работодатель не виноват в нарушении.
Отметим: суды и ранее поддерживали организации, которым пришлось направлять отчет на бумаге, например, из-за технических неполадок или смены руководителя.
",https://www.consultant.ru/legalnews/20429/,2022-9-30
Частые ошибки в требованиях к обеспечению госконтракта: примеры из практики за 2021 – 2022 годы,"Контролеры наказывали заказчиков, когда они требовали:
Калмыцкое УФАС наказало заказчика, который проводил закупку на общих основаниях. При этом в проекте контракта установили возможность освобождения победителя от обеспечения.
Аналогичные решения принимали Чувашское УФАС и Новгородское УФАС.
Размер обеспечения определяют исходя из НМЦК за рядом исключений. Когда закупка под такие исключения не подпадает, требование о расчете от цены контракта незаконно. На это неоднократно обращали внимание Московское УФАС, Пензенское УФАС, Самарское УФАС.
О сокращенных сроках возврата обеспечения участникам из числа СМП и СОНКО пришлось напоминать, в частности, Татарстанскому УФАС, Кемеровскому УФАС и Липецкому УФАС.
",https://www.consultant.ru/legalnews/20462/,2022-9-30
Для госслужащих подготовили методичку с ответами на вопросы о покупке ценных бумаг,"Да, могут, в т.ч. с помощью индивидуального инвестиционного счета.
Надо лишь следить, чтобы покупка не привела к конфликту интересов или нарушению запрета ряду чиновников иметь иностранные финансовые инструменты. Это нужно учитывать в т.ч. при выборе стратегии доверительного управления.
Да, исключая лишь тех, кто регулирует вопросы, связанные с такими бумагами.
Нет. Акционеров не считают предпринимателями. Само по себе владение акциями не говорит об участии в управлении организацией. Такие подходы закрепил КС РФ.
Служащим запрещено лишь голосовать на собрании акционеров. Также надо учесть, что покупка конкретной акции может привести к конфликту интересов.
Нет, эти операции считают инвестиционной деятельностью.
Сначала надо уведомить об этом нанимателя по правилам, которые он установил. Чтобы предотвратить конфликт интересов, нужно передать ценные бумаги в доверительное управление. Если необходимо, наниматель и служащий принимают меры для урегулирования конфликта интересов.
Нет, это лишь предотвращает такой конфликт. При передаче бумаг в доверительное управление право собственности остается у служащего. Он может продолжать получать доходы и иные выгоды от владения. Поэтому факт передачи бумаг не устраняет конфликта интересов и не освобождает служащего от обязанности его урегулировать.
Имущество паевого инвестиционного фонда принадлежит всем пайщикам на праве общей долевой собственности. Нужно исходить из того, что входит в его состав:
Ими могут быть:
Чиновника нельзя заставлять продать ценные бумаги.
Нужно проконсультироваться с антикоррупционным подразделением госоргана. Если и после этого остались сомнения, лучше подать уведомление о конфликте интересов. Тогда вопрос решит антикоррупционная комиссия.
",https://www.consultant.ru/legalnews/20460/,2022-9-30
ФССП: исполнительное производство мобилизованного должника приостановят по его запросу,"Ведомство сообщило, что должники из числа, в частности, мобилизованных вправе подать заявление о приостановке исполнительных производств. Это можно сделать на призывных пунктах военкоматов. В каждом из них будут сотрудники органов принудительного исполнения. В случае подачи заявления производство приостановят.
Отметим, по Закону об исполнительном производстве приставы обязаны приостановить процедуру полностью или частично, например, если должник:
Если под эти критерии военнослужащий по призыву не попадает, приставы по его просьбе лишь вправе приостановить производство.
",https://www.consultant.ru/legalnews/20461/,2022-9-30
Хотят продлить срок подачи в 2022 году заявления на финансирование мер по предотвращению травматизма,"Минтруд выставил на общественное обсуждение поправки к правилам финансирования мер по предотвращению производственного травматизма. На текущий год планируют установить отдельный срок подачи заявления — до 15 ноября. При этом общее правило менять не собираются. Напомним, что по нему обратиться нужно до 1 августа.
",https://www.consultant.ru/legalnews/20459/,2022-9-30
"Сделка в нарушение Закона N 44-ФЗ сама по себе не означает антиконкурентное соглашение, решил суд","В феврале стороны расторгли контракт на ремонт и содержание автодорог. Ситуацию признали чрезвычайной, поскольку зимой без таких работ дороги нельзя было бы эксплуатировать. Пока проводили новые торги, заказчик заключил сделку с едпоставщиком.
Контролеры увидели в этом антиконкурентное соглашение. Они решили, что оснований для закупки у едпоставщика не было.
Три инстанции решили иначе и поддержали заказчика:
ВС РФ не стал пересматривать дело.
",https://www.consultant.ru/legalnews/20458/,2022-9-30
Ограничения по переводу денег и выводу их за рубеж продлили на полгода,"ЦБ РФ для поддержания финансовой стабильности продлил до конца марта 2023 года ограничения:
Напомним: сейчас для граждан России и дружественных стран есть лимиты в 1 млн долл. США на перевод в течение месяца на любые счета в зарубежных банках и в 10 тыс. долларов США (эквивалент в другой иностранной валюте) — по системам денежных переводов. Физлица-нерезиденты, которые работают в России, могут перевести за границу зарплату независимо от того, из какой они страны. Организациям из недружественных стран и не работающим в РФ физлицам-нерезидентам из этих же государств запрещены переводы за рубеж.
",https://www.consultant.ru/legalnews/20455/,2022-9-30
Самозанятым планируют оплачивать больничные,"Минтруд представил модель добровольного социального страхования самозанятых. Предполагают такие параметры:
Подключиться к программе можно будет через приложение ""Мой налог"", а взносы перечислять автоплатежами.
",https://www.consultant.ru/legalnews/20454/,2022-9-30
